gsis_id,player_name,player_name_norm,position,season,team,ppr,games,carries,targets,receptions,rushing_yards,receiving_yards,passing_yards,rushing_tds,receiving_tds,passing_tds,interceptions,fumbles_lost,touches,ppr_per_game,target_season,ppr_next,passing_yards_next,passing_tds_next,interceptions_next,carries_next,rushing_yards_next,rushing_tds_next,targets_next,receptions_next,receiving_yards_next,receiving_tds_next,fumbles_lost_next,games_next,sos_opp_win_pct,games_scheduled,off_pass_yards,off_rush_yards,off_pass_rate_proxy,def_epa_per_play,def_pass_epa,def_rush_epa,off_epa_per_play,off_pass_epa,off_rush_epa,ol_sack_rate,ol_qb_hit_rate,opp_def_epa_faced,opp_def_pass_epa_faced,opp_def_rush_epa_faced,next_opp_def_epa_faced,next_opp_def_pass_epa_faced,next_opp_def_rush_epa_faced,off_snap_pct,off_snaps,snap_games,depth_rank,ngs_ryoe,ngs_ryoe_per_att,ngs_rush_efficiency,ngs_avg_separation,ngs_avg_cushion,ngs_yac_oe,ngs_avg_ttt,ngs_cpoe,ngs_aggressiveness,age,lag1_ppr,lag2_ppr,delta_ppr,lag1_touches,delta_touches,ppr_trail3_mean,career_seasons,team_changed,lag1_ol_sack_rate,delta_ol_sack_rate,lag1_off_snap_pct,delta_off_snap_pct,baseline_last_ppr,baseline_trail3_ppr,adp_log_rank,adp_pos_rank,adp_rank,team_targets,team_carries,team_touches,target_share,carry_share,touch_share,pos_target_share,pos_carry_share,pos_touch_share,predicted_ppr_next,predictive_q25,predictive_q75,ppr_low,ppr_high
00-0036945,Justin Fields,justin fields,QB,2022,CHI,295.98,15,160,0,0,1143,0,2242,8,0,17,11,2,160.0,19.732000000000003,2023,230.17999999999998,2562.0,16.0,9.0,124.0,657.0,4.0,0.0,0.0,0.0,0.0,4.0,13.0,0.566825259515571,17,2598.0,3014.0,0.4032085561497326,0.12555573011259233,0.21575714016203995,0.022649896112518317,-0.041042304576370266,-0.07428922622139297,-0.004367865235984402,0.10841121495327102,0.16448598130841122,-0.0071905633514853335,0.01914041100048447,-0.050525012825044166,0.015555427365086338,0.04601503436839735,-0.03345157424098096,0.9906666666666666,917.0,15.0,1.0,,,,,,,3.12186163522013,-5.54763970826313,9.11949685534591,23.49349760438056,126.8,,169.18,72.0,88.0,211.39000000000001,2,0.0,0.08345323741007195,0.024957977543199075,0.8483333333333333,0.1423333333333333,295.98,211.39000000000001,3.784189633918261,7.0,44.0,330,557,766.0,0.0,0.2872531418312388,0.20887728459530025,,0.9523809523809523,0.9523809523809523,268.7386227366622,256.88490249832694,300.1714870764059,161.02154058470865,335.0013080294393
00-0036945,Justin Fields,justin fields,QB,2023,CHI,230.17999999999998,13,124,0,0,657,0,2562,4,0,16,9,4,124.0,17.706153846153846,2024,119.14,1106.0,5.0,1.0,62.0,289.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,0.46366782006920415,17,3421.0,2399.0,0.4899713467048711,-0.025701555049937905,0.038782074566971365,-0.15448665713794596,-0.053238315729375714,-0.06110572190045999,-0.04257764980427202,0.07751937984496124,0.14418604651162792,-0.01284833386510804,0.04245030642007676,-0.1002803578627282,0.004599974806568946,0.0628586544260123,-0.08725933902072866,0.9623076923076923,829.0,13.0,1.0,,,,,,,3.22979189189189,0.363112624633956,12.1621621621622,24.49281314168378,295.98,126.8,-65.80000000000004,160.0,-36.0,217.65333333333334,3,0.0,0.10841121495327102,-0.030891835108309784,0.9906666666666666,-0.028358974358974276,230.17999999999998,217.65333333333334,5.3612921657094255,28.0,213.0,477,534,855.0,0.0,0.23220973782771537,0.14502923976608187,,0.8322147651006712,0.8322147651006712,209.08420413060742,138.29780905028736,228.51906064775483,50.99618246048718,316.37612942621234
00-0036945,Justin Fields,justin fields,QB,2024,PIT,119.14,10,62,0,0,289,0,1106,5,0,5,1,1,62.0,11.914,2025,142.66,1259.0,7.0,1.0,71.0,383.0,4.0,1.0,0.0,0.0,0.0,3.0,9.0,0.5017301038062284,17,3607.0,2166.0,0.48352713178294576,-0.020949456425373516,0.016586963049869376,-0.08529760409721847,-0.028511586834385524,0.0474657806841773,-0.1242956815268303,0.0791599353796446,0.17609046849757673,0.009778434829619112,0.0692445544845901,-0.08612364963090602,-0.0033931540700883993,0.05597673270702884,-0.09995781952833965,0.616,408.0,10.0,1.0,,,,,,,3.0368,0.409316770186337,11.8012422360248,25.49486652977413,230.17999999999998,295.98,-111.03999999999998,124.0,-62.0,215.10000000000002,4,1.0,0.07751937984496124,0.001640555534683355,0.9623076923076923,-0.3463076923076923,119.14,215.10000000000002,4.727387818712341,14.0,113.0,446,533,845.0,0.0,0.11632270168855535,0.07337278106508875,,0.5904761904761905,0.5904761904761905,236.05700370409798,159.98375587941177,253.29039576344,47.120191826987366,330.46990980522486
00-0036945,Justin Fields,justin fields,QB,2025,NYJ,142.66,9,71,1,0,383,0,1259,4,0,7,1,3,71.0,15.851111111111111,2026,,,,,,,,,,,,,,0.5501730103806228,17,,,,0.1469345314138088,0.28997988376359524,-0.034452874143136934,-0.1240586243177932,-0.13100578983638764,-0.11312199741228313,0.09433962264150944,0.18238993710691823,0.012484303391471267,0.04984759792660447,-0.048188874431539463,0.003930145123727248,0.04284431454903011,-0.05535880025069627,0.8977777777777778,501.0,9.0,,,,,,,,2.92908415841584,-1.65946078431372,16.6666666666667,26.494182067077343,119.14,230.17999999999998,23.519999999999996,62.0,9.0,163.9933333333333,5,1.0,0.0791599353796446,0.015179687261864847,0.616,0.2817777777777778,142.66,163.9933333333333,5.5093883366279774,36.0,247.0,471,456,753.0,0.0021231422505307855,0.15570175438596492,0.09428950863213811,1.0,0.6396396396396397,0.6396396396396397,91.24913872975625,69.75911154198641,213.7108717647177,-21.41996351611712,236.2478366521895
00-0036946,Kellen Mond,kellen mond,QB,2021,MIN,0.2,1,0,0,0,0,0,5,0,0,0,0,0,0.0,0.2,2022,,,,,,,,,,,,,,0.5017301038062284,17,4450.0,1930.0,0.5735992402659069,-0.00019540364979701847,0.0041675869317409145,-0.007638152288891144,0.014060543933894509,0.09740873778782184,-0.1141530065215838,0.043923865300146414,0.1390922401171303,0.01513230611052253,0.06295353476240229,-0.05910697230384294,0.006262632334531012,0.048742071990997615,-0.05781471317288228,0.06,3.0,1.0,2.0,,,,,,,,,,22.195756331279945,,,,,,0.2,1,,,,,,0.2,0.2,5.521460917862246,,250.0,573,442,836.0,0.0,0.0,0.0,,0.0,0.0,77.98922962630567,13.090524045283653,86.98951437727925,-37.378724621809525,163.69470141710332
00-0036950,Avery Williams,avery williams,RB,2022,ATL,36.0,14,22,14,13,109,61,0,1,0,0,0,0,35.0,2.5714285714285716,2023,,,,,,,,,,,,,,0.46626297577854675,17,2927.0,2718.0,0.4260780287474333,0.06580986578787369,0.1244336774276377,-0.009460213354539344,0.004599204923344946,0.002978571592260178,0.006185817325723731,0.07212475633528265,0.1539961013645224,-0.004390450599599254,0.03322159423691895,-0.06168346107843387,0.0021422672267297446,0.04627064501322803,-0.06647727398472485,0.13,141.0,17.0,2.0,,,,,,,,,,24.13141683778234,,,,,,36.0,1,,,,,,36.0,36.0,5.521460917862246,,250.0,400,559,816.0,0.035,0.03935599284436494,0.0428921568627451,0.21212121212121213,0.04835164835164835,0.0688976377952756,38.53918047847128,21.48652130403066,47.76391905922392,4.969203317374863,90.21944950388621
00-0036950,Avery Williams,avery williams,RB,2025,NYJ,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2026,,,,,,,,,,,,,,0.5501730103806228,17,,,,0.1469345314138088,0.28997988376359524,-0.034452874143136934,-0.1240586243177932,-0.13100578983638764,-0.11312199741228313,0.09433962264150944,0.18238993710691823,0.012484303391471267,0.04984759792660447,-0.048188874431539463,0.003930145123727248,0.04284431454903011,-0.05535880025069627,0.0,0.0,1.0,,,,,,,,,,,27.132101300479125,36.0,,-36.0,35.0,-35.0,18.0,2,1.0,0.07212475633528265,0.022214866306226794,0.13,-0.13,0.0,18.0,5.521460917862246,,250.0,471,456,753.0,0.0,0.0,0.0,0.0,0.0,0.0,12.364318013106764,10.306911816221346,14.024979597599593,0.9968381867977616,70.63107349922879
00-0036951,Frank Darby,frank darby,WR,2021,ATL,2.4,2,0,4,1,0,14,0,0,0,0,0,0,1.0,1.2,2022,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,0.47058823529411764,17,3987.0,1451.0,0.593167701863354,0.08106629691623729,0.18737848269698773,-0.06278059935445159,-0.07691206189984685,-0.031011256457332773,-0.1587459375547312,0.06015037593984962,0.19398496240601504,-0.012850099325378126,0.03465489296926461,-0.08635977225960179,-0.012309254240943557,0.03705425544752406,-0.09583092225447823,0.037,20.0,10.0,3.0,,,,,,,,,,23.980835044490075,,,,,,2.4,1,,,,,,2.4,2.4,5.521460917862246,,250.0,554,393,770.0,0.007220216606498195,0.0,0.0012987012987012987,0.016,0.0,0.00625,38.173881133903016,6.445603335069039,47.50634913346395,2.199791985088676,90.33074397519896
00-0036951,Frank Darby,frank darby,WR,2022,ATL,2.5,1,0,1,1,0,15,0,0,0,0,0,0,1.0,2.5,2023,,,,,,,,,,,,,,0.46626297577854675,17,2927.0,2718.0,0.4260780287474333,0.06580986578787369,0.1244336774276377,-0.009460213354539344,0.004599204923344946,0.002978571592260178,0.006185817325723731,0.07212475633528265,0.1539961013645224,-0.004390450599599254,0.03322159423691895,-0.06168346107843387,0.0021422672267297446,0.04627064501322803,-0.06647727398472485,0.16599999999999998,54.0,5.0,,,,,,,,,,,24.980150581793293,2.4,,0.10000000000000009,1.0,0.0,2.45,2,0.0,0.06015037593984962,0.011974380395433026,0.037,0.12899999999999998,2.5,2.45,5.521460917862246,,250.0,400,559,816.0,0.0025,0.0,0.0012254901960784314,0.0043859649122807015,0.0,0.006944444444444444,42.69459045537759,6.77986590491795,50.214706434584784,1.72789500322782,82.5736463631051
00-0036955,Terrace Marshall,terrace marshall,WR,2021,CAR,32.800000000000004,12,0,30,17,0,138,0,0,0,0,0,0,17.0,2.733333333333334,2022,83.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,490.0,1.0,0.0,13.0,0.5086505190311419,17,3573.0,1842.0,0.5683111954459203,-0.03508508209573327,0.020920742772747535,-0.11042035094537116,-0.1295914128580544,-0.1528078056897613,-0.09073392908104264,0.0729312762973352,0.14726507713884993,-0.010729927890922688,0.032473823601626255,-0.07718721682819386,6.687878723768252e-05,0.05397091047465375,-0.08792203008490454,0.4776923076923077,422.0,13.0,2.0,,,,,,,,,,21.229295003422312,,,,,,32.800000000000004,1,,,,,,32.800000000000004,32.800000000000004,5.521460917862246,,250.0,555,433,770.0,0.05405405405405406,0.0,0.02207792207792208,0.08522727272727272,0.0,0.0821256038647343,42.32958707994904,7.567401348356411,78.71630061862705,1.9909290081309572,122.10060779364248
00-0036955,Terrace Marshall,terrace marshall,WR,2022,CAR,83.0,13,0,47,28,0,490,0,0,1,0,0,0,28.0,6.384615384615385,2023,32.9,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,139.0,0.0,0.0,8.0,0.47318339100346013,17,3246.0,2210.0,0.48617021276595745,0.007985819894287626,0.06828082791279236,-0.08101485498520088,-0.03730219338333519,-0.06371387167397555,-0.006956860879195188,0.06666666666666667,0.11296296296296296,0.0028980301416930967,0.03641520385861196,-0.0489439559125461,0.012511759102316708,0.05653804892141216,-0.05574082677215792,0.7542857142857143,645.0,14.0,3.0,,,,2.58170583857392,5.10239130434783,1.24128576644241,,,,22.22861054072553,32.800000000000004,,50.199999999999996,17.0,11.0,57.900000000000006,2,0.0,0.0729312762973352,-0.006264609630668536,0.4776923076923077,0.27659340659340664,83.0,57.900000000000006,5.942799375126701,110.0,381.0,384,397,631.0,0.12239583333333333,0.0,0.044374009508716325,0.17735849056603772,0.0,0.16279069767441862,69.13058667195772,31.861178594186832,113.02493736080373,11.473427269578279,142.59316672498815
00-0036955,Terrace Marshall Jr.,terrace marshall,WR,2023,CAR,32.9,8,0,33,19,0,139,0,0,0,0,0,0,19.0,4.1125,2024,7.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,41.0,0.0,0.0,5.0,0.5224913494809689,17,3245.0,1769.0,0.5683802133850631,0.02912270769605425,0.03355338231272308,0.02386306815110543,-0.1567287190994484,-0.161010384470948,-0.1493377491129313,0.0896551724137931,0.16551724137931034,-0.02596192453344671,0.037095956855157514,-0.12862969811946426,-0.013882471887636461,0.04609592741317711,-0.10909008404541733,0.5566666666666666,335.0,9.0,2.0,,,,,,,,,,23.227926078028748,83.0,32.800000000000004,-50.1,28.0,-9.0,49.56666666666667,3,0.0,0.06666666666666667,0.022988505747126436,0.7542857142857143,-0.1976190476190477,32.9,49.56666666666667,6.652863029353347,248.0,775.0,534,444,794.0,0.06179775280898876,0.0,0.02392947103274559,0.09593023255813954,0.0,0.07916666666666666,27.606605231598174,4.717748386448846,70.93036718533993,5.020394849750863,105.63613693005004
00-0036955,Terrace Marshall,terrace marshall,WR,2024,LV,7.1,5,0,6,3,0,41,0,0,0,0,0,0,3.0,1.42,2025,,,,,,,,,,,,,,0.5397923875432525,17,4117.0,1357.0,0.625615763546798,0.014218293877992446,0.08629539327598937,-0.10007539231025982,-0.13149282062996748,-0.0590924719623656,-0.2813073925266395,0.06693440428380187,0.1392235609103079,0.008435752260745692,0.06335577329793504,-0.08625932794272682,0.0016831190989936517,0.06111614432893311,-0.08977583941338255,0.2928571428571428,140.0,7.0,,,,,,,,,,,24.229979466119097,32.9,83.0,-25.799999999999997,19.0,-16.0,41.0,4,1.0,0.0896551724137931,-0.02272076812999123,0.5566666666666666,-0.2638095238095238,7.1,41.0,6.421622267806518,206.0,615.0,564,380,771.0,0.010638297872340425,0.0,0.0038910505836575876,0.023622047244094488,0.0,0.017142857142857144,34.97202338016098,10.082909780639756,59.73827111978419,5.209936338246352,80.46214025425937
00-0036959,Michael Bandy,michael bandy,WR,2022,LAC,18.9,7,0,21,10,0,89,0,0,0,0,0,0,10.0,2.6999999999999997,2023,,,,,,,,,,,,,,0.43944636678200694,17,4791.0,1524.0,0.6376681614349776,0.012513954368837349,-0.005767956431892147,0.03817649737218154,0.009001913703945475,0.04001791040949167,-0.05725953380335775,0.04881101376720901,0.13642052565707133,0.005976924201993579,0.0519066254416445,-0.07145591084592803,0.003332181498584477,0.04687139617689106,-0.07186058343255898,0.305,205.0,10.0,,,,,,,,,,,24.739219712525667,,,,,,18.9,1,,,,,,18.9,18.9,5.521460917862246,,250.0,687,404,889.0,0.03056768558951965,0.0,0.01124859392575928,0.05511811023622047,0.0,0.03787878787878788,34.28929734874728,12.442651043930379,65.2075056642228,1.6052612723490098,104.4317786695793
00-0036959,Michael Bandy,michael bandy,WR,2025,DEN,15.0,4,0,4,4,0,50,0,0,1,0,0,0,4.0,3.75,2026,,,,,,,,,,,,,,0.4186851211072664,17,,,,-0.06002374309996315,-0.037393244709893754,-0.10534557455319354,0.03736567001114411,0.1005370627492833,-0.0714976524259404,0.0323943661971831,0.09859154929577464,0.02938098677132031,0.08813116774097744,-0.0578409443771451,0.0030100314159977404,0.05647771928160848,-0.07684330873364668,0.0625,16.0,4.0,,,,,,,,,,,27.73990417522245,18.9,,-3.8999999999999986,10.0,-6.0,16.95,2,1.0,0.04881101376720901,-0.016416647570025915,0.305,-0.2425,15.0,16.95,5.521460917862246,,250.0,583,456,844.0,0.00686106346483705,0.0,0.004739336492890996,0.011396011396011397,0.0,0.016666666666666666,22.729907169754902,1.8211204668536265,29.01067438397736,0.8402002603525001,72.81947200075201
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2021,DET,227.3,16,7,119,90,61,912,0,1,5,0,0,0,97.0,14.20625,2022,267.6,0.0,0.0,0.0,9.0,95.0,0.0,146.0,106.0,1161.0,6.0,0.0,16.0,0.5259515570934257,17,3884.0,1886.0,0.5813725490196079,0.09905167631257561,0.19471016022932067,-0.028091885119743816,-0.057147264402979854,-0.015450426885701505,-0.12337165340101018,0.05333333333333334,0.13777777777777778,0.013494663710998507,0.058297922922262845,-0.05914707670848796,0.009856254445408967,0.04875934318016384,-0.0478662915918985,0.748235294117647,816.0,17.0,3.0,,,,3.48530483175837,6.66257731958763,0.71222413226792,,,,21.856262833675565,,,,,,227.3,1,,,,,,227.3,227.3,4.110873864173311,25.0,61.0,561,426,819.0,0.21212121212121213,0.01643192488262911,0.11843711843711843,0.3814102564102564,0.6363636363636364,0.4532710280373832,203.86767019276976,175.8351206197193,243.37954630590016,95.03189696340254,273.07152561930815
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2022,DET,267.6,16,9,146,106,95,1161,0,0,6,0,0,0,115.0,16.725,2023,330.9,0.0,0.0,0.0,4.0,24.0,0.0,164.0,119.0,1515.0,10.0,1.0,16.0,0.5322231833910034,17,4444.0,2179.0,0.550561797752809,0.08241679531402127,0.12096933502121916,0.021054748355464958,0.07595155842655525,0.17469438157200465,-0.06504894602200044,0.03614457831325301,0.11746987951807229,0.0015397194463394868,0.035009068549199995,-0.04893233241105258,0.018410311773492952,0.056112812258663686,-0.037643421848656634,0.775625,832.0,16.0,1.0,,,,3.10296827522087,6.47782258064516,0.624811123613527,,,,22.855578370978783,227.3,,40.30000000000001,97.0,18.0,247.45000000000002,2,0.0,0.05333333333333334,-0.017188755020080326,0.748235294117647,0.02738970588235301,267.6,247.45000000000002,2.995732273553991,10.0,20.0,519,478,834.0,0.2813102119460501,0.01882845188284519,0.13788968824940048,0.4183381088825215,0.5294117647058824,0.46,230.2581499728238,193.30998304281022,248.71133628074605,88.39782572386797,294.79328320758356
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2023,DET,330.9,16,4,164,119,24,1515,0,0,10,0,0,1,123.0,20.68125,2024,316.18,7.0,1.0,0.0,2.0,6.0,0.0,141.0,115.0,1263.0,12.0,1.0,17.0,0.4809688581314879,17,4606.0,2311.0,0.5479204339963833,-0.00949985393214697,0.07855761490470164,-0.17572598494502162,0.058286521275311344,0.10860206767649186,-0.011325296529208528,0.046199701937406856,0.15052160953800298,-0.02509323287965544,0.019794787868065353,-0.09770313294569632,-0.010588284512489917,0.04004560701712494,-0.09218797960567192,0.8975,1010.0,16.0,1.0,,,,3.21438965152041,6.70236486486487,1.04971954151841,,,,23.854893908281998,267.6,227.3,63.299999999999955,115.0,8.0,275.26666666666665,3,0.0,0.03614457831325301,0.010055123624153846,0.775625,0.12187499999999996,330.9,275.26666666666665,1.791759469228055,3.0,6.0,564,498,898.0,0.2907801418439716,0.008032128514056224,0.13697104677060135,0.5030674846625767,0.2857142857142857,0.5168067226890757,261.7773644779877,181.7305280809428,311.69872044471856,84.38420140519669,328.9033412528757
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2024,DET,316.18,17,2,141,115,6,1263,7,0,12,1,0,1,117.0,18.598823529411764,2025,324.0,0.0,0.0,0.0,3.0,9.0,0.0,172.0,117.0,1401.0,11.0,0.0,17.0,0.5155709342560554,17,4718.0,2488.0,0.5078341013824885,-0.045118737075342225,-0.015878823862732597,-0.10991369268553339,0.1552115146721074,0.2686635794378218,0.019379257442843814,0.053833605220228384,0.14192495921696574,0.0016628242077165597,0.05699560558257591,-0.08692482004706968,-0.006758278836198641,0.04436329517041516,-0.09343349698427357,0.8829411764705882,1010.0,17.0,1.0,,,,3.09164351300356,6.542890625,0.497865423640788,,,,24.856947296372347,330.9,267.6,-14.71999999999997,123.0,-6.0,304.8933333333334,4,0.0,0.046199701937406856,0.0076339032828215275,0.8975,-0.014558823529411735,316.18,304.8933333333334,2.1972245773362196,5.0,9.0,520,533,931.0,0.27115384615384613,0.00375234521575985,0.12567132116004295,0.4563106796116505,0.13333333333333333,0.48148148148148145,269.70944226011096,175.51704882557755,281.24040299298525,84.0095496149361,310.3001381493878
00-0036963,Amon-Ra St. Brown,amon ra st brown,WR,2025,DET,324.0,17,3,172,117,9,1401,0,0,11,0,0,0,120.0,19.058823529411764,2026,,,,,,,,,,,,,,0.4844290657439447,17,,,,0.010946769831724669,0.03876118628452841,-0.036448442283127484,0.07209271676711108,0.1667246341382328,-0.0683427770484805,0.06,0.18307692307692308,0.021931215878535994,0.06651368818481274,-0.048287092222684125,0.028986689041194044,0.07969173456356902,-0.04466803742301866,0.8523529411764706,939.0,17.0,,,,,2.95000460509691,6.09633540372671,0.344467344587386,,,,25.856262833675565,316.18,330.9,7.819999999999993,117.0,3.0,323.6933333333333,5,0.0,0.053833605220228384,0.006166394779771614,0.8829411764705882,-0.030588235294117583,324.0,323.6933333333333,1.9459101490553132,4.0,7.0,550,441,835.0,0.31272727272727274,0.006802721088435374,0.1437125748502994,0.5134328358208955,0.25,0.5042016806722689,261.51360230907153,178.694420643649,294.4746712777875,84.64683520415271,319.167103879325
00-0036970,Kyle Pitts,kyle pitts,TE,2021,ATL,176.6,17,0,110,68,0,1026,0,0,1,0,0,0,68.0,10.388235294117647,2022,75.6,0.0,0.0,0.0,0.0,0.0,0.0,59.0,28.0,356.0,2.0,0.0,10.0,0.47058823529411764,17,3987.0,1451.0,0.593167701863354,0.08106629691623729,0.18737848269698773,-0.06278059935445159,-0.07691206189984685,-0.031011256457332773,-0.1587459375547312,0.06015037593984962,0.19398496240601504,-0.012850099325378126,0.03465489296926461,-0.08635977225960179,-0.012309254240943557,0.03705425544752406,-0.09583092225447823,0.7352941176470589,774.0,17.0,1.0,,,,2.29451513546617,5.89202127659575,1.47141449547401,,,,20.903490759753595,,,,,,176.6,1,,,,,,176.6,176.6,3.4657359027997265,3.0,32.0,554,393,770.0,0.19855595667870035,0.0,0.08831168831168831,0.6962025316455697,0.0,0.6126126126126126,162.61345558389482,132.23611680877747,185.9984568629093,82.14988740426989,217.54879963495034
00-0036970,Kyle Pitts,kyle pitts,TE,2022,ATL,75.6,10,0,59,28,0,356,0,0,2,0,0,0,28.0,7.56,2023,137.3,0.0,0.0,0.0,1.0,-4.0,0.0,90.0,53.0,667.0,3.0,0.0,17.0,0.46626297577854675,17,2927.0,2718.0,0.4260780287474333,0.06580986578787369,0.1244336774276377,-0.009460213354539344,0.004599204923344946,0.002978571592260178,0.006185817325723731,0.07212475633528265,0.1539961013645224,-0.004390450599599254,0.03322159423691895,-0.06168346107843387,0.0021422672267297446,0.04627064501322803,-0.06647727398472485,0.7190000000000001,434.0,10.0,1.0,,,,2.92398534675754,7.04630434782609,0.5846031319248,,,,21.90280629705681,176.6,,-101.0,68.0,-40.0,126.1,2,0.0,0.06015037593984962,0.011974380395433026,0.7352941176470589,-0.016294117647058792,75.6,126.1,4.060443010546419,6.0,58.0,400,559,816.0,0.1475,0.0,0.03431372549019608,0.5566037735849056,0.0,0.4444444444444444,97.5294012876259,89.31818178439902,118.34624760438297,36.733507387280866,175.239441055869
00-0036970,Kyle Pitts,kyle pitts,TE,2023,ATL,137.3,17,1,90,53,-4,667,0,0,3,0,0,0,54.0,8.076470588235296,2024,131.2,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.0,602.0,4.0,0.0,17.0,0.42906574394463665,17,3775.0,2159.0,0.5038022813688213,-0.04598660239058434,0.053889811831404046,-0.1900349383708813,-0.08889770052064289,-0.023835616918157956,-0.17279706089509983,0.06369426751592357,0.12420382165605096,-0.00976098500382896,0.048718230623285806,-0.10408910147121203,-0.011215457733749828,0.031962542285409956,-0.08155055643460304,0.6447058823529412,728.0,17.0,1.0,,,,2.37432459054392,6.277875,-0.186500176876601,,,,22.902121834360027,75.6,176.6,61.70000000000002,28.0,26.0,129.83333333333334,3,0.0,0.07212475633528265,-0.00843048881935908,0.7190000000000001,-0.07429411764705884,137.3,129.83333333333334,4.143134726391533,7.0,63.0,508,522,849.0,0.17716535433070865,0.0019157088122605363,0.0636042402826855,0.5172413793103449,0.5,0.46551724137931033,106.59289281432082,75.72798853400909,138.1401114641873,36.173994836198204,170.95036092435507
00-0036970,Kyle Pitts,kyle pitts,TE,2024,ATL,131.2,17,0,74,47,0,602,0,0,4,0,0,0,47.0,7.717647058823529,2025,210.8,0.0,0.0,0.0,0.0,0.0,0.0,118.0,88.0,928.0,5.0,0.0,17.0,0.5190311418685122,17,4283.0,2219.0,0.530360531309298,0.044345094149465455,0.11128852723569906,-0.06695648755944238,0.040945217175398174,0.08024483847942489,-0.010144290519836528,0.05023547880690738,0.13971742543171115,0.014531160414932475,0.06344105691524818,-0.06762125224247609,0.03601282016498098,0.09419185292493497,-0.05449924844430614,0.62,707.0,17.0,1.0,,,,3.47614024832983,5.98140350877193,1.22776092618835,,,,23.904175222450377,137.3,75.6,-6.100000000000023,54.0,-7.0,114.7,4,0.0,0.06369426751592357,-0.013458788709016185,0.6447058823529412,-0.024705882352941244,131.2,114.7,4.875197323201151,14.0,131.0,539,495,859.0,0.137291280148423,0.0,0.05471478463329453,0.8505747126436781,,0.8545454545454545,138.38850109036295,84.93201018006826,138.02519183921655,45.7452747790302,125.76915674563374
00-0036970,Kyle Pitts,kyle pitts,TE,2025,ATL,210.8,17,0,118,88,0,928,0,0,5,0,0,0,88.0,12.4,2026,,,,,,,,,,,,,,0.4948096885813149,17,,,,0.009417765852698748,0.03326867235030096,-0.027640301485865434,-0.00760818258602093,0.03964091618684063,-0.070709251726401,0.04213938411669368,0.11831442463533225,0.017000108234471192,0.0757842144179534,-0.07210709210091532,0.02049321030551476,0.07632609430284186,-0.0652637257669534,0.88,961.0,17.0,,,,,3.55477532261254,5.60723404255319,-0.878331083591696,,,,24.903490759753595,131.2,137.3,79.60000000000002,47.0,41.0,159.76666666666665,5,0.0,0.05023547880690738,-0.008096094690213704,0.62,0.26,210.8,159.76666666666665,4.477336814478207,6.0,88.0,513,477,807.0,0.2300194931773879,0.0,0.1090458488228005,0.9291338582677166,0.0,0.8979591836734694,172.2182500126808,121.81884237545762,175.73041954704857,75.22245341886256,208.08227938789997
00-0036971,Trevor Lawrence,trevor lawrence,QB,2021,JAX,199.04,17,73,0,0,334,0,3641,2,0,12,17,5,73.0,11.708235294117646,2022,295.62,4113.0,25.0,8.0,62.0,291.0,5.0,0.0,0.0,0.0,0.0,9.0,17.0,0.5121107266435987,17,3674.0,1755.0,0.606425702811245,0.11053180044868476,0.22838809014081332,-0.04983420928358522,-0.07985079392868151,-0.061552656257204776,-0.11510088475629474,0.04526166902404526,0.11598302687411598,0.0050575261090509355,0.06086179525404116,-0.08256108122494986,0.03611608514676198,0.09809355536472188,-0.06378477625210485,0.9929411764705882,1078.0,17.0,1.0,,,,,,,2.86844908180301,-5.30421897162532,13.2890365448505,21.905544147843944,,,,,,199.04,1,,,,,,199.04,199.04,5.017279836814924,18.0,151.0,579,390,751.0,0.0,0.18717948717948718,0.09720372836218376,,0.9864864864864865,0.9864864864864865,202.50868608469153,95.73647478532011,253.5862524417207,15.029875511685084,374.85531651948617
